item,reading,description,example,level,sort,tag,category
"払い込む","はらいこむ","gửi tiết kiệm, giao tiền","","N2","17",",trainghia3,lesson20,",""
"払い戻す","はらいもどす","trả lại, hoàn trả lại","","N2","18",",trainghia3,lesson20,",""
"張り切る・張る","はりきる ","đầy sinh khí, hăng hái","","N2","19",",trainghia3,lesson20,",""
"緩める","ゆるめる ","làm chậm lại","","N2","20",",trainghia3,lesson20,",""
"反映","","phản chiếu, phản ánh","","N2","1",",trainghia3,lesson21,",""
"未反映","みはんえい","không phản chiếu, không phản ánh","","N2","2",",trainghia3,lesson21,",""
"半径","はんけい","bán kính","","N2","3",",trainghia3,lesson21,",""
"直径","ちょっけい","đường kính","","N2","4",",trainghia3,lesson21,",""
"反抗","はんこう","phản kháng","","N2","5",",trainghia3,lesson21,",""
"降伏","こうふく","đầu hàng","","N2","6",",trainghia3,lesson21,",""
"犯罪","はんざい","tội ác, tội phậm","","N2","7",",trainghia3,lesson21,",""
"無罪","むざい ","vô tội","","N2","8",",trainghia3,lesson21,",""
"反省","はんせい ","sự suy nghĩ lại; sự phản tỉnh","","N2","9",",trainghia3,lesson21,",""
"言い訳","いいわけ ","lý do lý trấu; phân trần","","N2","10",",trainghia3,lesson21,",""
"犯人・犯罪","はんにん","Hung thủ, phạm nhân","","N2","11",",trainghia3,lesson21,",""
"警察・お巡り","けいさつ/おまわり","cảnh sát","","N2","12",",trainghia3,lesson21,",""
"被害","ひがい","thiệt hại","","N2","13",",trainghia3,lesson21,",""
"加害","かがい","làm hại,gây hại","","N2","14",",trainghia3,lesson21,",""
"あっ","あっ","Ah!,Oh!","","N3","1",",tap1,lession1,",""
"愛","あい","Yêu","","N3","2",",tap1,lession1,",""
"挨拶","あいさつ","Chào hỏi","","N3","3",",tap1,lession1,",""
"愛情","あいじょう","Tình cảm,yêu thương","","N3","4",",tap1,lession1,",""
"合図","あいず","Bức tranh","","N3","5",",tap1,lession1,",""
"アイスクリーム","アイスクリーム","Kem","","N3","6",",tap1,lession1,",""
"愛する","あいする","Yêu ,yêu thương","","N3","7",",tap1,lession1,",""
"相手","あいて","Đối phương,đối thủ ,đối tác","","N3","8",",tap1,lession1,",""
"あいにく","あいにく","Đáng tiếc","","N3","9",",tap1,lession1,",""
"アイロン","アイロン","Bàn là","","N3","10",",tap1,lession1,",""
"アウト","アウト","Ra","","N3","11",",tap1,lession1,",""
"明かり","あかり","Ánh sáng ,ánh đèn ,độ sáng","","N3","12",",tap1,lession1,",""
"空き","あき","Trống rỗng ,trống ,rảnh rỗi","","N3","13",",tap1,lession1,",""
"明らか","あきらか","Rõ ràng,hiển nhiên","","N3","14",",tap1,lession1,",""
"諦める","あきらめる","Bỏ ,từ bỏ","","N3","15",",tap1,lession1,",""
"飽きる","あきる","Mệt mỏi ,chán nản","","N3","16",",tap1,lession1,",""
"握手","あくしゅ","Bắt tay","","N3","17",",tap1,lession1,",""
"悪魔","あくま","Ma quỷ,ác quỷ","","N3","18",",tap1,lession1,",""
"明ける","あける","Bình minh,rạng sáng","","N3","19",",tap1,lession1,",""
"明日","あした","Ngày mai","","N3","20",",tap1,lession1,",""
"預ける","あずける","Tạm giữ,gửi","","N3","21",",tap1,lession2,",""
"汗","あせ","Mồ hôi","","N3","22",",tap1,lession2,",""
"与える","あたえる","Cho,giải thưởng","","N3","23",",tap1,lession2,",""
"暖かい","あたたかい","Ấm áp","","N3","24",",tap1,lession2,",""
"辺り","あたり","Vùng ,vùng lận cận","","N3","25",",tap1,lession2,",""
"当たる","あたる","Đánh trúng ,đúng","","N3","26",",tap1,lession2,",""
"あちこち","あちこち","Chỗ này chỗ kia","","N3","27",",tap1,lession2,",""
"扱う","あつかう","Đối xử","","N3","28",",tap1,lession2,",""
"集まり","あつまり","Tập hợp,tập trung","","N3","29",",tap1,lession2,",""
"当てる","あてる","Mục tiêu,mục đích,điểm đến","","N3","30",",tap1,lession2,",""
"跡","あと","Dấu vết","","N3","31",",tap1,lession2,",""
"後","あと","Sau đó","","N3","32",",tap1,lession2,",""
"穴","あな","Hang","","N3","33",",tap1,lession2,",""
"浴びる","あびる","Tắm","","N3","34",",tap1,lession2,",""
"油","あぶら","Dầu","","N3","35",",tap1,lession2,",""
"余り","あまり","Dư thừa","","N3","36",",tap1,lession2,",""
"誤り","あやまり","Nhầm lẫn ,sai lầm","","N3","37",",tap1,lession2,",""
"荒","あら","Thô,xám,cầu kì","","N3","38",",tap1,lession2,",""
"嵐","あらし","Giông tố,bão tố","","N3","39",",tap1,lession2,",""
"新た","あらた","Mới ,tươi,tiểu thuyết","","N3","40",",tap1,lession2,",""
"あらゆる","あらゆる","Mỗi,tất cả","","N3","41",",tap1,lession3,",""
"表す","あらわす","Bày tỏ,hiển thị,biểu lộ","","N3","42",",tap1,lession3,",""
"現す","あらわす","Hiển thị,hiện ra","","N3","43",",tap1,lession3,",""
"現れ","あらわれ","Thể hiện","","N3","44",",tap1,lession3,",""
"現れる","あらわれる","Xuất hiện","","N3","45",",tap1,lession3,",""
"有難う","ありがとう","Cám ơn","","N3","46",",tap1,lession3,",""
"有る","ある","Có","","N3","47",",tap1,lession3,",""
"或","ある","Một số","","N3","48",",tap1,lession3,",""
"あるいは","あるいは","Hoặc là","","N3","49",",tap1,lession3,",""
"アルバム","アルバム","Album","","N3","50",",tap1,lession3,",""
"泡","あわ","Bọt ,bong bóng","","N3","51",",tap1,lession3,",""
"合わせる","あわせる","Tham gia với nhau,đoàn kết","","N3","52",",tap1,lession3,",""
"哀れ","あわれ","Nổi buồn ,đau buồn ,bất lực","","N3","53",",tap1,lession3,",""
"案","あん","Đề án ,phương án","","N3","54",",tap1,lession3,",""
"暗記","あんき","Thuộc lòng,ghi nhớ","","N3","55",",tap1,lession3,",""
"安定","あんてい","Ổn định,cân bằng","","N3","56",",tap1,lession3,",""
"案内","あんない","Hướng dẫn","","N3","57",",tap1,lession3,",""
"あんなに","あんなに","Mức độ đó","","N3","58",",tap1,lession3,",""
"あんまり","あんまり","Không nhiều,không phải là","","N3","59",",tap1,lession3,",""
"胃","い","Dạ dày","","N3","60",",tap1,lession3,",""
"いい","いい","Tốt","","N3","61",",tap1,lession4,",""
"よい","よい","Tốt,đẹp,được","","N3","62",",tap1,lession4,",""
"いえ","いえ","Không","","N3","63",",tap1,lession4,",""
"委員","いいん","Ủy viên","","N3","64",",tap1,lession4,",""
"言う","ゆう","Nói","","N3","65",",tap1,lession4,",""
"意外","いがい","Ngoài dự tính,ngoài dự kiến","","N3","66",",tap1,lession4,",""
"行き","いき","Đi","","N3","67",",tap1,lession4,",""
"息","いき","Hơi thở","","N3","68",",tap1,lession4,",""
"勢い","いきおい","Khí thế ,mạnh mẽ","","N3","69",",tap1,lession4,",""
"生き物","いきもの","Sinh vật sống","","N3","70",",tap1,lession4,",""
"幾つ","いくつ","Bao nhiêu cái ,bao nhiêu tuổi","","N3","71",",tap1,lession4,",""
"幾ら","いくら","Bao nhiêu tiền","","N3","72",",tap1,lession4,",""
"医師","いし","Bác sĩ","","N3","73",",tap1,lession4,",""
"意思","いし","Ý nghĩ","","N3","74",",tap1,lession4,",""
"意志","いし","Ý chí","","N3","75",",tap1,lession4,",""
"維持","いじ","Bảo trì,bảo quản","","N3","76",",tap1,lession4,",""
"意識","いしき","Ý thức","","N3","77",",tap1,lession4,",""
"異常","いじょう","Lạ,bất thường","","N3","78",",tap1,lession4,",""
"椅子","いす","Cái ghế","","N3","79",",tap1,lession4,",""
"泉","いずみ","Suối","","N3","80",",tap1,lession4,",""
"いずれ","いずれ","Nơi,trong đó,người","","N3","81",",tap1,lession5,",""
"以前","いぜん","Kể từ khi trước đó","","N3","82",",tap1,lession5,",""
"板","いた","Tấm ván","","N3","83",",tap1,lession5,",""
"偉大","いだい","Vĩ đại","","N3","84",",tap1,lession5,",""
"抱く","いだく","Ôm","","N3","85",",tap1,lession5,",""
"悪戯","いたずら","Nghịch ngợm ,trò nghịch ngợm","","N3","86",",tap1,lession5,",""
"頂く","いただく","Xin nhận","","N3","87",",tap1,lession5,",""
"痛み","いたみ","Đau ,buồn","","N3","88",",tap1,lession5,",""
"至る","いたる","Làm, đến","","N3","89",",tap1,lession5,",""
"いち","いち","Thị trường,công bằng","","N3","90",",tap1,lession5,",""
"位置","いち","Vị trí","","N3","91",",tap1,lession5,",""
"一時","いちじ","Một giờ","","N3","92",",tap1,lession5,",""
"一度に","いちどに","Một lần","","N3","93",",tap1,lession5,",""
"市場","いちば","Chợ","","N3","94",",tap1,lession5,",""
"一番","いつか","Một lúc nào đó,ngày nào đó","","N3","95",",tap1,lession5,",""
"一家","いっか","Một ngôi nhà ,một gia đình","","N3","96",",tap1,lession5,",""
"一種","いっしゅ","Một hạt,một loài","","N3","97",",tap1,lession5,",""
"一瞬","いっしゅん","Khoảnh khắc ,một thời điểm","","N3","98",",tap1,lession5,",""
"一生","いっしょう","Một cuộc đời,một cuộc sống","","N3","99",",tap1,lession5,",""
"一層","いっそう","Hơn nhiều,hơn một tầng ,hơn một bậc","","N3","100",",tap1,lession5,",""
"一体","いったい","Một thân thể ,nói chung","","N3","101",",tap1,lession6,",""
"一致","いっち","Sự nhất trí,sự giống nhau,sự thống nhất","","N3","102",",tap1,lession6,",""
"いつでも","いつでも","Mãi mãi,vĩnh viễn ,không có thời hạn","","N3","103",",tap1,lession6,",""
"一般","いっぱん","Toàn thể,chung chung","","N3","104",",tap1,lession6,",""
"一方","いっぽう","Mặt khác,trong khi đó ,chỉ đơn giản,lần lượt","","N3","105",",tap1,lession6,",""
"いつまでも","いつまでも","Mãi mãi,vĩnh viễn ,không thời hạn","","N3","106",",tap1,lession6,",""
"いつも","いつも","Lúc nào cũng,luôn luôn","","N3","107",",tap1,lession6,",""
"移動","いどう","Di chuyển","","N3","108",",tap1,lession6,",""
"従兄弟","いとこ","Anh em họ","","N3","109",",tap1,lession6,",""
"稲","いね","Lúa","","N3","110",",tap1,lession6,",""
"居眠り","いねむり","Ngủ gật","","N3","111",",tap1,lession6,",""
"命","いのち","Mạng sống,sinh mệnh","","N3","112",",tap1,lession6,",""
"違反","いはん","Vi phạm","","N3","113",",tap1,lession6,",""
"衣服","いふく","Y phục","","N3","114",",tap1,lession6,",""
"居間","いま","Phòng khách","","N3","115",",tap1,lession6,",""
"今に","いまに","Ngay bây giờ","","N3","116",",tap1,lession6,",""
"今にも","いまにも","Ngay cả bây giờ,bất cứ lúc nào","","N3","117",",tap1,lession6,",""
"否","いや","Không","","N3","118",",tap1,lession6,",""
"以来","いらい","Tương lai","","N3","119",",tap1,lession6,",""
"依頼","いらい","Nhờ vả ,yêu cầu","","N3","120",",tap1,lession6,",""
"いらいら","いらいら","Sốt ruột,bồn chồn lo lắng","","N3","121",",tap1,lession7,",""
"いらっしゃい","いらっしゃい","Mời vào","","N3","122",",tap1,lession7,",""
"医療","いりょう","Y liệu,chữa bệnh","","N3","123",",tap1,lession7,",""
"岩","いわ","Đất đá","","N3","124",",tap1,lession7,",""
"祝い","いわい","Lễ hội,chúc mừng","","N3","125",",tap1,lession7,",""
"祝う","いわう","Chúc mừng,chào hỏi","","N3","126",",tap1,lession7,",""
"言わば","いわば","Có thể nói","","N3","127",",tap1,lession7,",""
"いわゆる","いわゆる","Cái gọi là","","N3","128",",tap1,lession7,",""
"インク","インク","Mực","","N3","129",",tap1,lession7,",""
"印刷","いんさつ","In ấn","","N3","130",",tap1,lession7,",""
"印象","いんしょう","Ấn tượng","","N3","131",",tap1,lession7,",""
"引退","いんたい","Rút lui","","N3","132",",tap1,lession7,",""
"引用","いんよう","Trích dẫn","","N3","133",",tap1,lession7,",""
"上","うわ","Phía trên,bên ngoài","","N3","134",",tap1,lession7,",""
"魚","うお","Cá","","N3","135",",tap1,lession7,",""
"うがい","うがい","Súc miệng","","N3","136",",tap1,lession7,",""
"伺う","うかがう","Thăm hỏi","","N3","137",",tap1,lession7,",""
"受け取る","うけとる","Nhận lấy","","N3","138",",tap1,lession7,",""
"動かす","うごかす","Chuyển động","","N3","139",",tap1,lession7,",""
"兎","うさぎ","Con thỏ","","N3","140",",tap1,lession7,",""
"失う","うしなう","Mất","","N3","141",",tap1,lession8,",""
"後","うしろ","Đằng sau","","N3","142",",tap1,lession8,",""
"嘘","うそ","Nói dối","","N3","143",",tap1,lession8,",""
"疑う","うたがう","Nghi ngờ","","N3","144",",tap1,lession8,",""
"内","うち","Bên trong","","N3","145",",tap1,lession8,",""
"宇宙","うちゅう","Vũ trụ","","N3","146",",tap1,lession8,",""
"撃つ","うつ","Tấn công ,đánh bại","","N3","147",",tap1,lession8,",""
"移す","うつす","Lây nhiễm,di chuyển ,","","N3","148",",tap1,lession8,",""
"訴える","うったえる","Tố tụng","","N3","149",",tap1,lession8,",""
"唸る","うなる","Tiếng rên,rên rỉ","","N3","150",",tap1,lession8,",""
"奪う","うばう","Cướp ,đoạt","","N3","151",",tap1,lession8,",""
"馬","うま","Con ngựa","","N3","152",",tap1,lession8,",""
"うまい","うまい","Ngon ,giỏi,khéo léo","","N3","153",",tap1,lession8,",""
"生まれ","うまれ","Sinh ra","","N3","154",",tap1,lession8,",""
"梅","うめ","Cây mận","","N3","155",",tap1,lession8,",""
"裏切る","うらぎる","Phản bội","","N3","156",",tap1,lession8,",""
"うるさい","うるさい","Ồn　ào","","N3","157",",tap1,lession8,",""
"嬉しい","うれしい","Vui mừng","","N3","158",",tap1,lession8,",""
"売れる","うれる","Được bán","","N3","159",",tap1,lession8,",""
"噂","うわさ","Tin đồn","","N3","160",",tap1,lession8,",""
"運","うん","Vận mệnh","","N3","161",",tap1,lession9,",""
"運転","うんてん","Lái xe","","N3","162",",tap1,lession9,",""
"運動","うんどう","Vận động","","N3","163",",tap1,lession9,",""
"永遠","えいえん","Vĩnh viễn","","N3","164",",tap1,lession9,",""
"永久","えいきゅう","Vĩnh cữu","","N3","165",",tap1,lession9,",""
"影響","えいきょう","Ảnh hưởng","","N3","166",",tap1,lession9,",""
"営業","えいぎょう","Doanh nghiệp","","N3","167",",tap1,lession9,",""
"衛星","えいせい","Vệ tinh","","N3","168",",tap1,lession9,",""
"栄養","えいよう","Dinh dưỡng","","N3","169",",tap1,lession9,",""
"笑顔","えがお","Khuôn mặt tươi cười","","N3","170",",tap1,lession9,",""
"描く","えがく","Vẽ tranh","","N3","171",",tap1,lession9,",""
"餌","えさ","Mồi","","N3","172",",tap1,lession9,",""
"エネルギー","エネルギー","Năng lượng","","N3","173",",tap1,lession9,",""
"得る","える","Có được,giành được","","N3","174",",tap1,lession9,",""
"得る","うる","Có được","","N3","175",",tap1,lession9,",""
"円","えん","Tiền nhật","","N3","176",",tap1,lession9,",""
"延期","えんき","Hoãn lại ,kéo dài","","N3","177",",tap1,lession9,",""
"演技","えんぎ","Diễn xuất ,hiệu suất","","N3","178",",tap1,lession9,",""
